<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
AAA,20111017,8.9,8.9,8.6,8.7,92600
AAA,20111014,9.0,9.0,8.7,8.9,136800
AAA,20111013,8.9,9.1,8.8,8.8,101300
AAA,20111012,9.3,9.3,8.7,8.9,356500
AAA,20111011,9.4,9.5,9.2,9.3,121700
AAA,20111010,9.3,9.3,9.0,9.2,191200
AAA,20111007,9.4,9.7,9.3,9.3,163200
AAA,20111006,9.4,9.7,9.4,9.6,195500
AAA,20111005,9.5,9.6,9.3,9.3,220200
AAA,20111004,9.0,9.4,9.0,9.3,180100
AAA,20111003,9.2,9.3,9.0,9.2,410400
AAA,20110930,9.9,9.9,9.4,9.5,153300
AAA,20110929,10.2,10.2,9.7,9.9,735300
AAA,20110928,11.0,11.0,10.4,10.4,200800
AAA,20110927,10.9,10.9,10.4,10.9,1517900
AAA,20110926,10.8,10.8,10.8,10.2,61200
AAA,20110923,9.3,10.0,9.0,10.1,1198900
AAA,20110922,9.5,9.6,9.3,9.4,103900
AAA,20110921,9.4,9.4,9.1,9.4,90500
AAA,20110920,9.6,9.7,9.3,9.3,117800
AAA,20110919,9.2,9.4,9.0,9.4,203500
AAA,20110916,9.4,9.5,9.1,9.2,278600
AAA,20110915,9.2,9.3,8.8,9.3,291000
AAA,20110914,9.7,9.9,9.2,9.4,343900
AAA,20110913,9.8,10.1,9.7,9.8,389000
AAA,20110912,9.2,9.6,9.1,9.6,410500
AAA,20110909,8.9,9.2,8.8,9.2,285300
AAA,20110908,9.3,9.4,9.1,9.1,315400
AAA,20110907,8.4,8.8,8.4,8.9,291100
AAA,20110906,8.5,8.6,8.1,8.3,287000
AAA,20110905,9.0,9.0,8.6,8.6,313800
AAA,20110901,8.9,9.0,8.6,9.0,196200
AAA,20110831,9.0,9.1,8.6,8.7,286200
AAA,20110830,9.1,9.1,9.0,8.9,554400
AAA,20110829,8.2,8.5,8.1,8.6,449200
AAA,20110826,8.3,8.3,8.0,8.0,197700
AAA,20110825,8.1,8.2,7.8,8.1,348600
AAA,20110824,8.1,8.4,7.8,8.0,276100
AAA,20110823,8.6,8.7,8.1,8.1,145300
AAA,20110822,7.7,8.3,7.7,8.4,530400
AAA,20110819,7.5,7.9,7.5,7.8,152700
AAA,20110818,8.2,8.4,8.0,7.9,297300
AAA,20110817,7.4,7.9,7.4,7.9,261300
AAA,20110816,7.4,7.7,7.4,7.4,39300
AAA,20110815,7.4,7.4,7.3,7.4,30300
AAA,20110812,7.4,7.7,7.4,7.5,25700
AAA,20110811,7.2,7.4,7.1,7.4,38300
AAA,20110810,7.2,7.7,7.2,7.5,46200
AAA,20110809,7.5,7.5,7.1,7.2,176500
AAA,20110808,7.7,7.7,7.4,7.6,142500
AAA,20110805,8.3,8.3,7.9,7.9,214000
AAA,20110804,7.6,8.0,7.6,7.8,61700
AAA,20110803,7.2,7.5,7.1,7.5,36100
AAA,20110802,7.4,7.5,7.2,7.3,103900
AAA,20110801,7.6,7.6,7.4,7.5,121100
AAA,20110729,7.6,7.6,7.4,7.6,77600
AAA,20110728,7.8,8.0,7.6,7.6,133100
AAA,20110727,7.7,7.7,7.6,7.8,88700
AAA,20110726,8.3,8.3,7.9,7.9,83200
AAA,20110725,8.2,8.2,8.1,8.1,33500
AAA,20110722,8.5,8.5,8.2,8.3,49300
AAA,20110721,8.6,8.6,8.3,8.4,29500
AAA,20110720,8.7,8.7,8.3,8.5,121000
AAA,20110719,8.5,8.5,8.3,8.4,78300
AAA,20110718,8.5,8.5,8.4,8.6,47500
AAA,20110715,8.8,8.8,8.6,8.6,35600
AAA,20110714,8.5,8.8,8.5,8.7,43300
AAA,20110713,9.2,9.3,8.9,8.7,114800
AAA,20110712,8.9,8.9,8.5,9.0,177100
AAA,20110711,8.9,9.0,8.7,8.9,78500
AAA,20110708,9.4,9.4,9.1,9.2,46400
AAA,20110707,9.2,9.3,9.1,9.3,33700
AAA,20110706,9.7,9.7,9.3,9.3,48200
AAA,20110705,9.3,9.6,9.3,9.5,131300
AAA,20110704,8.7,9.1,8.7,9.0,68200
AAA,20110701,9.0,9.1,8.8,8.9,84200
AAA,20110630,9.7,9.7,9.3,9.3,125200
AAA,20110629,9.7,9.7,9.3,9.6,99700
AAA,20110628,10.1,10.2,9.6,9.8,108700
AAA,20110627,10.1,10.2,9.9,10.1,84200
AAA,20110624,10.1,10.1,9.9,10.0,83900
AAA,20110623,10.5,10.5,9.9,10.0,105600
AAA,20110622,10.2,10.5,10.2,10.4,271500
AAA,20110621,10.0,10.1,9.8,9.9,82900
AAA,20110620,9.7,9.9,9.4,9.8,203800
AAA,20110617,10.4,10.6,9.6,9.7,201600
AAA,20110616,10.1,10.5,9.7,10.3,431300
AAA,20110615,10.0,10.0,9.6,10.1,304500
AAA,20110614,11.3,11.5,10.4,10.3,445300
AAA,20110613,11.0,11.1,10.5,11.0,277600
AAA,20110610,10.5,10.8,10.5,10.6,600400
AAA,20110609,9.5,10.1,9.4,10.1,312100
AAA,20110608,10.3,10.5,9.6,9.7,399400
AAA,20110607,9.5,10.1,9.5,10.0,293700
AAA,20110606,9.5,9.6,9.1,9.4,263800
AAA,20110603,9.3,9.4,8.9,9.4,806500
AAA,20110602,8.8,8.9,8.8,8.8,96300
AAA,20110601,7.9,8.4,7.8,8.4,191100
AAA,20110531,7.7,7.9,7.4,7.9,203200
AAA,20110530,8.2,8.2,7.8,7.8,327900
AAA,20110527,8.0,8.1,7.9,7.9,211100
AAA,20110526,6.9,7.8,6.8,7.6,418100
AAA,20110525,7.3,7.4,7.3,7.3,205400
AAA,20110524,8.1,8.1,7.9,7.8,211700
AAA,20110523,8.7,8.8,8.4,8.4,262100
AAA,20110520,9.2,9.2,8.7,9.0,180600
AAA,20110519,9.5,9.7,9.2,9.3,144800
AAA,20110518,10.0,10.0,9.4,9.6,309900
AAA,20110517,10.4,10.4,9.9,10.1,354400
AAA,20110516,11.0,11.0,10.5,10.6,259800
AAA,20110513,10.9,11.0,10.8,10.9,158500
AAA,20110512,11.1,11.2,10.9,11.0,51400
AAA,20110511,11.2,11.2,11.0,11.1,98000
AAA,20110510,11.3,11.7,11.3,11.3,270800
AAA,20110509,11.6,11.7,10.9,11.2,536200
AAA,20110506,11.3,11.4,11.0,11.4,150900
AAA,20110505,11.6,11.6,11.3,11.3,172800
AAA,20110504,11.9,12.1,11.7,11.7,120100
AAA,20110429,11.7,11.9,11.7,12.0,64700
AAA,20110428,12.0,12.2,12.0,11.8,134400
AAA,20110427,11.8,12.0,11.3,11.9,113700
AAA,20110426,11.9,12.0,11.5,11.8,69400
AAA,20110425,11.2,12.7,11.2,11.9,342500
AAA,20110422,12.3,12.3,11.6,12.0,219100
AAA,20110421,12.5,12.6,12.2,12.4,137700
AAA,20110420,12.7,12.7,12.3,12.4,81300
AAA,20110419,12.6,12.6,12.3,12.5,134000
AAA,20110418,12.9,12.9,12.3,12.5,191500
AAA,20110415,13.4,13.5,12.8,13.0,147400
AAA,20110414,13.5,13.5,13.2,13.2,108100
AAA,20110413,13.5,13.5,13.2,13.4,80500
AAA,20110408,13.5,13.6,13.4,13.5,155300
AAA,20110407,13.9,14.0,13.7,13.7,163500
AAA,20110406,13.9,14.2,13.8,13.9,136500
AAA,20110405,13.4,13.8,13.3,13.8,226800
AAA,20110404,13.8,13.8,13.3,13.3,187400
AAA,20110401,13.6,13.7,13.6,13.7,142600
AAA,20110331,13.7,14.1,13.5,13.5,187900
AAA,20110330,13.2,13.5,13.0,13.5,270700
AAA,20110329,14.1,14.3,13.7,13.8,213400
AAA,20110328,14.0,14.4,14.0,14.2,67800
AAA,20110325,14.5,14.5,14.2,14.1,105800
AAA,20110324,15.0,15.0,14.5,14.5,197200
AAA,20110323,13.8,14.4,13.8,14.5,121200
AAA,20110322,14.1,14.4,13.8,14.1,272100
AAA,20110321,15.0,15.5,15.0,14.7,279200
AAA,20110318,14.4,14.9,14.3,14.8,302200
AAA,20110317,14.5,14.7,14.1,14.4,263800
AAA,20110316,14.3,14.6,14.1,14.5,226000
AAA,20110315,13.5,14.3,13.3,14.1,368700
AAA,20110314,15.1,15.1,14.2,14.1,566300
AAA,20110311,15.0,15.4,14.9,15.2,698200
AAA,20110310,13.1,14.3,13.0,14.4,382700
AAA,20110309,13.8,14.0,13.1,13.4,298900
AAA,20110308,13.8,14.3,13.8,14.0,408800
AAA,20110307,13.0,13.8,13.0,13.4,254300
AAA,20110304,13.1,13.4,12.3,13.0,387500
AAA,20110303,14.1,14.2,13.0,13.1,840200
AAA,20110302,14.7,14.7,13.9,14.0,251000
AAA,20110301,15.1,15.1,14.7,14.9,61100
AAA,20110228,15.7,16.2,15.3,15.2,97900
AAA,20110225,15.4,15.8,15.1,15.6,111500
AAA,20110224,16.0,16.0,14.9,15.3,266900
AAA,20110223,16.1,16.3,15.2,16.0,195300
AAA,20110222,15.9,16.4,15.8,15.8,273900
AAA,20110221,17.7,17.8,16.8,16.9,221600
AAA,20110218,19.2,19.2,17.7,18.0,199400
AAA,20110217,18.4,18.4,18.0,18.2,208000
AAA,20110216,18.8,18.8,18.4,18.4,153000
AAA,20110215,18.4,18.6,18.1,18.6,293500
AAA,20110214,18.7,19.1,18.5,18.5,208500
AAA,20110211,18.1,18.7,18.1,18.7,236000
AAA,20110210,18.0,18.3,17.9,18.3,141100
AAA,20110209,18.3,19.1,17.2,18.3,152100
AAA,20110208,18.8,19.2,18.5,18.5,105000
AAA,20110128,18.8,19.3,18.7,18.9,172700
AAA,20110127,18.3,18.6,18.2,18.6,116400
AAA,20110126,17.9,18.5,17.9,18.3,79800
AAA,20110125,18.2,18.2,17.7,17.9,262400
AAA,20110124,19.7,19.7,18.4,18.7,478900
AAA,20110121,20.4,21.0,19.6,19.8,247600
AAA,20110120,20.6,21.2,20.5,20.5,232700
AAA,20110119,19.4,20.4,19.2,20.5,373800
AAA,20110118,18.9,20.1,18.9,19.4,990900
AAA,20110117,18.7,19.0,18.6,18.8,217200
AAA,20110114,18.7,18.8,18.3,18.7,177300
AAA,20110113,19.6,19.6,18.5,18.8,101600
AAA,20110112,18.3,19.5,18.3,18.9,449300
AAA,20110111,18.4,18.4,17.6,18.2,263400
AAA,20110110,18.4,19.0,18.0,18.3,611500
AAA,20110107,17.6,18.1,17.6,18.0,148900
AAA,20110106,17.7,17.9,17.6,17.8,57900
AAA,20110105,18.1,18.2,17.6,17.8,76200
AAA,20110104,18.5,18.6,18.1,18.1,63200
AAA,20101231,18.2,18.2,17.8,18.0,103100
AAA,20101230,18.3,18.3,17.8,18.0,141300
AAA,20101229,18.6,18.8,18.2,18.3,125600
AAA,20101228,18.3,18.9,18.2,18.7,154400
AAA,20101227,18.3,18.3,17.9,18.1,86200
AAA,20101224,17.4,18.4,17.3,18.0,393400
AAA,20101223,17.7,17.8,17.1,17.3,166300
AAA,20101222,18.6,18.8,17.7,17.9,198300
AAA,20101221,18.6,18.7,17.8,18.3,138200
AAA,20101220,19.2,19.2,18.1,18.3,206100
AAA,20101217,18.3,19.0,17.8,18.9,283700
AAA,20101216,18.1,18.2,17.6,17.7,283500
AAA,20101215,18.9,19.4,18.4,18.5,285900
AAA,20101214,21.0,21.0,18.6,18.8,581300
AAA,20101213,20.0,20.2,19.7,20.1,737200
AAA,20101210,18.3,19.0,18.2,19.1,335200
AAA,20101209,17.3,18.9,17.2,18.1,641800
AAA,20101208,18.9,18.9,17.8,17.8,516400
AAA,20101207,20.2,20.2,18.8,18.8,580900
AAA,20101206,20.5,21.1,19.6,19.7,543900
AAA,20101203,20.0,20.2,19.5,20.2,554300
AAA,20101202,17.9,19.3,17.8,19.3,789200
AAA,20101201,18.6,18.8,17.8,17.9,824200
AAA,20101130,18.9,19.7,18.6,18.7,771400
AAA,20101129,18.9,19.5,17.6,19.4,753100
AAA,20101126,18.5,18.7,17.8,18.6,1069100
AAA,20101125,17.0,17.6,16.5,17.6,290200
AAA,20101124,15.9,16.6,15.4,16.6,812400
AAA,20101123,14.7,15.7,14.6,15.7,310300
AAA,20101122,14.2,15.2,13.8,15.0,655600
AAA,20101119,14.9,14.9,14.3,14.6,1098700
AAA,20101118,13.5,14.1,13.2,14.0,174700
AAA,20101117,13.0,13.5,12.7,13.3,326100
AAA,20101116,13.5,13.5,12.7,12.9,291900
AAA,20101115,14.3,14.3,13.2,13.3,199500
AAA,20101112,14.9,15.7,13.9,14.1,368600
AAA,20101111,15.3,15.4,14.8,14.8,353900
AAA,20101110,15.4,15.7,15.3,15.4,109000
AAA,20101109,16.2,16.2,15.2,15.3,447100
AAA,20101108,16.7,16.9,15.9,16.0,196700
AAA,20101105,16.5,17.1,16.5,16.7,266000
AAA,20101104,15.6,16.4,15.6,16.2,160400
AAA,20101103,16.1,16.6,15.6,15.8,330400
AAA,20101102,17.1,17.1,16.2,16.2,194400
AAA,20101101,17.3,17.5,16.8,16.9,244200
AAA,20101029,17.0,17.7,16.7,17.4,315600
AAA,20101028,19.1,19.3,17.0,17.2,481600
AAA,20101027,18.0,18.0,18.0,18.1,188300
AAA,20101026,15.9,16.9,15.9,16.9,400500
AAA,20101025,16.2,16.5,15.5,16.2,416500
AAA,20101022,17.3,17.5,16.0,16.4,550800
AAA,20101021,16.9,18.6,16.9,17.0,774200
AAA,20101020,18.1,18.9,18.1,18.1,99600
AAA,20101019,20.0,20.6,19.4,19.3,489100
AAA,20101018,21.5,21.5,20.4,20.5,596300
AAA,20101015,22.8,22.8,21.7,21.7,392000
AAA,20101014,23.1,23.3,22.5,22.7,221600
AAA,20101013,23.7,23.7,22.7,23.1,133500
AAA,20101012,23.2,24.2,22.8,23.4,458600
AAA,20101011,22.4,23.5,22.0,22.9,431000
AAA,20101008,23.9,24.3,23.2,23.2,565400
AAA,20101007,25.7,25.7,24.3,24.4,395700
AAA,20101006,25.0,26.1,25.0,25.9,534000
AAA,20101005,25.1,25.8,25.1,25.1,1387500
AAA,20101004,26.9,26.9,26.9,26.9,78400
AAA,20101001,31.7,31.7,27.6,28.6,608200
AAA,20100930,29.6,29.6,29.6,29.6,114300
AAA,20100929,29.7,29.7,27.6,28.4,1741500
AAA,20100928,29.6,32.0,29.6,29.6,4541300
AAA,20100927,31.8,31.8,31.8,31.8,7600
AAA,20100924,34.3,34.3,34.3,34.2,28500
AAA,20100923,36.7,36.7,36.7,36.8,20100
AAA,20100922,39.5,39.5,39.5,39.5,76200
AAA,20100921,42.4,42.4,42.4,42.5,171500
AAA,20100920,48.6,48.6,45.6,45.5,73800
AAA,20100917,49.3,49.4,48.7,48.8,504200
AAA,20100916,49.3,49.8,49.2,49.3,472400
AAA,20100915,48.9,49.6,48.7,49.5,515800
AAA,20100914,48.6,49.7,47.5,49.1,704200
AAA,20100913,48.9,49.5,48.1,49.5,602700
AAA,20100910,49.0,49.4,48.1,48.7,367300
AAA,20100909,48.7,49.1,46.4,49.1,810900
AAA,20100908,48.0,50.7,44.8,45.9,869600
AAA,20100907,47.5,48.0,47.5,48.0,858400
AAA,20100906,44.5,44.9,44.5,44.9,839500
AAA,20100901,41.6,43.2,41.3,43.2,803100
AAA,20100831,40.4,40.8,39.9,40.8,620800
AAA,20100830,37.8,38.2,37.8,38.2,591900
AAA,20100827,33.7,36.0,33.7,33.7,587000
AAA,20100826,29.5,33.8,29.4,31.6,717100
AAA,20100825,31.9,32.3,30.1,30.1,271100
AAA,20100824,29.7,30.7,28.7,30.7,242100
AAA,20100823,26.9,28.7,26.8,28.8,423300
AAA,20100820,25.6,27.1,25.6,27.1,449300
AAA,20100819,23.0,25.7,23.0,25.7,225100
AAA,20100818,25.4,25.4,23.7,24.0,80400
AAA,20100817,24.8,26.3,24.8,25.5,89200
AAA,20100816,25.2,25.2,25.1,25.2,31200
AAA,20100813,23.2,24.1,23.2,24.0,53500
AAA,20100812,23.6,23.6,22.5,22.7,81800
AAA,20100811,22.8,23.9,22.8,24.0,168100
AAA,20100810,26.4,26.4,24.1,24.3,122300
AAA,20100809,26.4,26.6,25.2,25.4,173500
AAA,20100806,26.4,26.6,26.4,26.4,150000
AAA,20100805,27.0,27.0,25.9,25.9,169100
AAA,20100804,26.8,27.0,24.8,27.0,245000
AAA,20100803,27.4,27.4,26.3,26.6,405000
AAA,20100802,27.8,28.1,26.4,26.3,682800
AAA,20100730,26.7,27.3,25.6,27.3,346300
AAA,20100729,24.8,26.5,24.2,26.4,509100
AAA,20100728,25.3,25.3,24.3,24.3,64300
AAA,20100727,25.1,25.3,24.5,24.9,112900
AAA,20100726,24.9,25.2,24.3,24.3,131700
AAA,20100723,25.6,25.6,24.7,24.8,115800
AAA,20100722,24.3,25.9,24.2,24.3,147200
AAA,20100721,24.4,24.5,23.8,24.3,75800
AAA,20100720,25.9,25.9,24.0,24.4,328700
AAA,20100719,26.7,26.7,25.0,25.0,104900
AAA,20100716,26.7,26.7,25.1,25.1,109200
AAA,20100715,27.5,28.6,25.9,26.3,174100
